z,symbol,charge,electron_count,configuration
65,Tb,30,35,[Ar] 3d10 4s2 4p5
65,Tb,31,34,[Ar] 3d10 4s2 4p4
65,Tb,32,33,[Ar] 3d10 4s2 4p3
65,Tb,33,32,[Ar] 3d10 4s2 4p2
65,Tb,34,31,[Ar] 3d10 4s2 4p1
65,Tb,35,30,[Ar] 3d10 4s2
65,Tb,36,29,[Ar] 3d10 4s1
65,Tb,37,28,[Ar] 3d10
65,Tb,38,27,[Ar] 3d9
65,Tb,39,26,[Ar] 3d8
65,Tb,40,25,[Ar] 3d7
65,Tb,41,24,[Ar] 3d6
65,Tb,42,23,[Ar] 3d5
65,Tb,43,22,[Ar] 3d4
65,Tb,44,21,[Ar] 3d3
65,Tb,45,20,[Ar] 3d2
65,Tb,46,19,[Ar] 3d1
65,Tb,47,18,[Ne] 3s2 3p6
65,Tb,48,17,[Ne] 3s2 3p5
65,Tb,49,16,[Ne] 3s2 3p4
65,Tb,50,15,[Ne] 3s2 3p3
65,Tb,51,14,[Ne] 3s2 3p2
65,Tb,52,13,[Ne] 3s2 3p1
65,Tb,53,12,[Ne] 3s2
65,Tb,54,11,[Ne] 3s1
65,Tb,55,10,1s2 2s2 2p6
65,Tb,56,9,1s2 2s2 2p5
65,Tb,57,8,1s2 2s2 2p4
65,Tb,58,7,1s2 2s2 2p3
65,Tb,59,6,1s2 2s2 2p2
65,Tb,60,5,1s2 2s2 2p1
65,Tb,61,4,1s2 2s2
65,Tb,62,3,1s2 2s1
65,Tb,63,2,1s2
65,Tb,64,1,1s1
66,Dy,0,66,[Xe] 4f10 6s2
66,Dy,1,65,[Xe] 4f10 6s1
66,Dy,2,64,[Xe] 4f10
66,Dy,3,63,[Xe] 4f9
66,Dy,4,62,[Xe] 4f8
66,Dy,5,61,[Cd] 4f8 5p5
66,Dy,6,60,[Cd] 4f8 5p4
66,Dy,7,59,[Cd] 4f9 5p2
66,Dy,8,58,[Cd] 4f8 5p2
66,Dy,9,57,[Cd] 4f8 5p1
66,Dy,10,56,[Cd] 4f8
66,Dy,11,55,[Cd] 4f7
66,Dy,12,54,[Cd] 4f6
66,Dy,13,53,[Kr] 4d10 4f6 5s1
66,Dy,14,52,[Cd] 4f4
66,Dy,15,51,[Kr] 4d10 4f5
66,Dy,16,50,[Kr] 4d10 4f4
66,Dy,17,49,[Kr] 4d10 4f3
66,Dy,18,48,[Kr] 4d10 4f2
66,Dy,19,47,[Kr] 4d10 4f1
66,Dy,20,46,[Kr] 4d10
66,Dy,21,45,[Kr] 4d9
66,Dy,22,44,[Kr] 4d8
66,Dy,23,43,[Kr] 4d7
66,Dy,24,42,[Kr] 4d6
66,Dy,25,41,[Kr] 4d5
66,Dy,26,40,[Kr] 4d4
66,Dy,27,39,[Kr] 4d3
66,Dy,28,38,[Kr] 4d2
66,Dy,29,37,[Kr] 4d1
66,Dy,30,36,[Ar] 3d10 4s2 4p6
66,Dy,31,35,[Ar] 3d10 4s2 4p5
66,Dy,32,34,[Ar] 3d10 4s2 4p4
66,Dy,33,33,[Ar] 3d10 4s2 4p3
66,Dy,34,32,[Ar] 3d10 4s2 4p2
66,Dy,35,31,[Ar] 3d10 4s2 4p1
66,Dy,36,30,[Ar] 3d10 4s2
66,Dy,37,29,[Ar] 3d10 4s1
66,Dy,38,28,[Ar] 3d10
66,Dy,39,27,[Ar] 3d9
66,Dy,40,26,[Ar] 3d8
66,Dy,41,25,[Ar] 3d7
66,Dy,42,24,[Ar] 3d6
66,Dy,43,23,[Ar] 3d5
66,Dy,44,22,[Ar] 3d4
66,Dy,45,21,[Ar] 3d3
66,Dy,46,20,[Ar] 3d2
66,Dy,47,19,[Ar] 3d1
66,Dy,48,18,[Ne] 3s2 3p6
66,Dy,49,17,[Ne] 3s2 3p5
66,Dy,50,16,[Ne] 3s2 3p4
66,Dy,51,15,[Ne] 3s2 3p3
66,Dy,52,14,[Ne] 3s2 3p2
66,Dy,53,13,[Ne] 3s2 3p1
66,Dy,54,12,[Ne] 3s2
66,Dy,55,11,[Ne] 3s1
66,Dy,56,10,1s2 2s2 2p6
66,Dy,57,9,1s2 2s2 2p5
66,Dy,58,8,1s2 2s2 2p4
66,Dy,59,7,1s2 2s2 2p3
66,Dy,60,6,1s2 2s2 2p2
66,Dy,61,5,1s2 2s2 2p1
66,Dy,62,4,1s2 2s2
66,Dy,63,3,1s2 2s1
66,Dy,64,2,1s2
66,Dy,65,1,1s1
67,Ho,0,67,[Xe] 4f11 6s2
67,Ho,1,66,[Xe] 4f11 6s1
67,Ho,2,65,[Xe] 4f11
67,Ho,3,64,[Xe] 4f10
67,Ho,4,63,[Xe] 4f9
67,Ho,5,62,[Cd] 4f9 5p5
67,Ho,6,61,[Cd] 4f9 5p4
67,Ho,7,60,[Cd] 4f9 5p3
67,Ho,8,59,[Cd] 4f10 5p1
67,Ho,9,58,[Cd] 4f9 5p1
67,Ho,10,57,[Cd] 4f9
67,Ho,11,56,[Cd] 4f8
67,Ho,12,55,[Cd] 4f7
67,Ho,13,54,[Cd] 4f6
67,Ho,14,53,[Kr] 4d10 4f6 5s1
67,Ho,15,52,[Cd] 4f4
67,Ho,16,51,[Kr] 4d10 4f5
67,Ho,17,50,[Kr] 4d10 4f4
67,Ho,18,49,[Kr] 4d10 4f3
67,Ho,19,48,[Kr] 4d10 4f2
67,Ho,20,47,[Kr] 4d10 4f1
67,Ho,21,46,[Kr] 4d10
67,Ho,22,45,[Kr] 4d9
67,Ho,23,44,[Kr] 4d8
67,Ho,24,43,[Kr] 4d7
67,Ho,25,42,[Kr] 4d6
67,Ho,26,41,[Kr] 4d5
67,Ho,27,40,[Kr] 4d4
67,Ho,28,39,[Kr] 4d3
67,Ho,29,38,[Kr] 4d2
67,Ho,30,37,[Kr] 4d1
67,Ho,31,36,[Ar] 3d10 4s2 4p6
67,Ho,32,35,[Ar] 3d10 4s2 4p5
67,Ho,33,34,[Ar] 3d10 4s2 4p4
67,Ho,34,33,[Ar] 3d10 4s2 4p3
67,Ho,35,32,[Ar] 3d10 4s2 4p2
67,Ho,36,31,[Ar] 3d10 4s2 4p1
67,Ho,37,30,[Ar] 3d10 4s2
67,Ho,38,29,[Ar] 3d10 4s1
67,Ho,39,28,[Ar] 3d10
67,Ho,40,27,[Ar] 3d9
67,Ho,41,26,[Ar] 3d8
67,Ho,42,25,[Ar] 3d7
67,Ho,43,24,[Ar] 3d6
67,Ho,44,23,[Ar] 3d5
67,Ho,45,22,[Ar] 3d4
67,Ho,46,21,[Ar] 3d3
67,Ho,47,20,[Ar] 3d2
67,Ho,48,19,[Ar] 3d1
67,Ho,49,18,[Ne] 3s2 3p6
67,Ho,50,17,[Ne] 3s2 3p5
67,Ho,51,16,[Ne] 3s2 3p4
67,Ho,52,15,[Ne] 3s2 3p3
67,Ho,53,14,[Ne] 3s2 3p2
67,Ho,54,13,[Ne] 3s2 3p1
67,Ho,55,12,[Ne] 3s2
67,Ho,56,11,[Ne] 3s1
67,Ho,57,10,1s2 2s2 2p6
67,Ho,58,9,1s2 2s2 2p5
67,Ho,59,8,1s2 2s2 2p4
67,Ho,60,7,1s2 2s2 2p3
67,Ho,61,6,1s2 2s2 2p2
67,Ho,62,5,1s2 2s2 2p1
67,Ho,63,4,1s2 2s2
67,Ho,64,3,1s2 2s1
67,Ho,65,2,1s2
67,Ho,66,1,1s1
68,Er,0,68,[Xe] 4f12 6s2
68,Er,1,67,[Xe] 4f12 6s1
68,Er,2,66,[Xe] 4f12
68,Er,3,65,[Xe] 4f11
68,Er,4,64,[Xe] 4f10
68,Er,5,63,[Cd] 4f10 5p5
68,Er,6,62,[Cd] 4f10 5p4
68,Er,7,61,[Cd] 4f10 5p3
68,Er,8,60,[Cd] 4f10 5p2
68,Er,9,59,[Cd] 4f10 5p1
68,Er,10,58,[Cd] 4f10
68,Er,11,57,[Cd] 4f9
68,Er,12,56,[Cd] 4f8
68,Er,13,55,[Cd] 4f7
68,Er,14,54,[Kr] 4d10 4f7 5s1
68,Er,15,53,[Kr] 4d10 4f7
68,Er,16,52,[Kr] 4d10 4f6
68,Er,17,51,[Kr] 4d10 4f5
68,Er,18,50,[Kr] 4d10 4f4
68,Er,19,49,[Kr] 4d10 4f3
68,Er,20,48,[Kr] 4d10 4f2
68,Er,21,47,[Kr] 4d10 4f1
68,Er,22,46,[Kr] 4d10
68,Er,23,45,[Kr] 4d9
68,Er,24,44,[Kr] 4d8
68,Er,25,43,[Kr] 4d7
68,Er,26,42,[Kr] 4d6
68,Er,27,41,[Kr] 4d5
68,Er,28,40,[Kr] 4d4
68,Er,29,39,[Kr] 4d3
68,Er,30,38,[Kr] 4d2
68,Er,31,37,[Kr] 4d1
68,Er,32,36,[Ar] 3d10 4s2 4p6
68,Er,33,35,[Ar] 3d10 4s2 4p5
68,Er,34,34,[Ar] 3d10 4s2 4p4
68,Er,35,33,[Ar] 3d10 4s2 4p3
68,Er,36,32,[Ar] 3d10 4s2 4p2
68,Er,37,31,[Ar] 3d10 4s2 4p1
68,Er,38,30,[Ar] 3d10 4s2
68,Er,39,29,[Ar] 3d10 4s1
68,Er,40,28,[Ar] 3d10
68,Er,41,27,[Ar] 3d9
68,Er,42,26,[Ar] 3d8
68,Er,43,25,[Ar] 3d7
68,Er,44,24,[Ar] 3d6
68,Er,45,23,[Ar] 3d5
68,Er,46,22,[Ar] 3d4
68,Er,47,21,[Ar] 3d3
68,Er,48,20,[Ar] 3d2
68,Er,49,19,[Ar] 3d1
68,Er,50,18,[Ne] 3s2 3p6
68,Er,51,17,[Ne] 3s2 3p5
68,Er,52,16,[Ne] 3s2 3p4
68,Er,53,15,[Ne] 3s2 3p3
68,Er,54,14,[Ne] 3s2 3p2
68,Er,55,13,[Ne] 3s2 3p1
68,Er,56,12,[Ne] 3s2
68,Er,57,11,[Ne] 3s1
68,Er,58,10,1s2 2s2 2p6
68,Er,59,9,1s2 2s2 2p5
68,Er,60,8,1s2 2s2 2p4
68,Er,61,7,1s2 2s2 2p3
68,Er,62,6,1s2 2s2 2p2
68,Er,63,5,1s2 2s2 2p1
68,Er,64,4,1s2 2s2
68,Er,65,3,1s2 2s1
68,Er,66,2,1s2
68,Er,67,1,1s1
69,Tm,0,69,[Xe] 4f13 6s2
69,Tm,1,68,[Xe] 4f13 6s1
69,Tm,2,67,[Xe] 4f13
69,Tm,3,66,[Xe] 4f12
69,Tm,4,65,[Xe] 4f11
69,Tm,5,64,[Cd] 4f11 5p5
69,Tm,6,63,[Cd] 4f11 5p4
69,Tm,7,62,[Cd] 4f11 5p3
69,Tm,8,61,[Cd] 4f11 5p2
69,Tm,9,60,[Cd] 4f11 5p1
69,Tm,10,59,[Cd] 4f11
69,Tm,11,58,[Cd] 4f10
69,Tm,12,57,[Cd] 4f9
69,Tm,13,56,[Kr] 4d10 4f9 5s1
69,Tm,14,55,[Kr] 4d10 4f9
69,Tm,15,54,[Kr] 4d10 4f8
69,Tm,16,53,[Kr] 4d10 4f7
69,Tm,17,52,[Kr] 4d10 4f6
69,Tm,18,51,[Kr] 4d10 4f5
69,Tm,19,50,[Kr] 4d10 4f4
69,Tm,20,49,[Kr] 4d10 4f3
69,Tm,21,48,[Kr] 4d10 4f2
69,Tm,22,47,[Kr] 4d10 4f1
69,Tm,23,46,[Kr] 4d10
69,Tm,24,45,[Kr] 4d9
69,Tm,25,44,[Kr] 4d8
69,Tm,26,43,[Kr] 4d7
69,Tm,27,42,[Kr] 4d6
69,Tm,28,41,[Kr] 4d5
69,Tm,29,40,[Kr] 4d4
69,Tm,30,39,[Kr] 4d3
69,Tm,31,38,[Kr] 4d2
69,Tm,32,37,[Kr] 4d1
69,Tm,33,36,[Ar] 3d10 4s2 4p6
69,Tm,34,35,[Ar] 3d10 4s2 4p5
69,Tm,35,34,[Ar] 3d10 4s2 4p4
69,Tm,36,33,[Ar] 3d10 4s2 4p3
69,Tm,37,32,[Ar] 3d10 4s2 4p2
69,Tm,38,31,[Ar] 3d10 4s2 4p1
69,Tm,39,30,[Ar] 3d10 4s2
69,Tm,40,29,[Ar] 3d10 4s1
69,Tm,41,28,[Ar] 3d10
69,Tm,42,27,[Ar] 3d9
69,Tm,43,26,[Ar] 3d8
69,Tm,44,25,[Ar] 3d7
69,Tm,45,24,[Ar] 3d6
69,Tm,46,23,[Ar] 3d5
69,Tm,47,22,[Ar] 3d4
69,Tm,48,21,[Ar] 3d3
69,Tm,49,20,[Ar] 3d2
69,Tm,50,19,[Ar] 3d1
69,Tm,51,18,[Ne] 3s2 3p6
69,Tm,52,17,[Ne] 3s2 3p5
69,Tm,53,16,[Ne] 3s2 3p4
69,Tm,54,15,[Ne] 3s2 3p3
69,Tm,55,14,[Ne] 3s2 3p2
69,Tm,56,13,[Ne] 3s2 3p1
69,Tm,57,12,[Ne] 3s2
69,Tm,58,11,[Ne] 3s1
69,Tm,59,10,1s2 2s2 2p6
69,Tm,60,9,1s2 2s2 2p5
69,Tm,61,8,1s2 2s2 2p4
69,Tm,62,7,1s2 2s2 2p3
69,Tm,63,6,1s2 2s2 2p2
69,Tm,64,5,1s2 2s2 2p1
69,Tm,65,4,1s2 2s2
69,Tm,66,3,1s2 2s1
69,Tm,67,2,1s2
69,Tm,68,1,1s1
70,Yb,0,70,[Xe] 4f14 6s2
70,Yb,1,69,[Xe] 4f14 6s1
70,Yb,2,68,[Xe] 4f14
70,Yb,3,67,[Xe] 4f13
70,Yb,4,66,[Xe] 4f12
70,Yb,5,65,[Cd] 4f12 5p5
70,Yb,6,64,[Cd] 4f12 5p4
70,Yb,7,63,[Cd] 4f12 5p3
70,Yb,8,62,[Cd] 4f12 5p2
70,Yb,9,61,[Cd] 4f12 5p1
70,Yb,10,60,[Cd] 4f12
70,Yb,11,59,[Cd] 4f11
70,Yb,12,58,[Cd] 4f10
70,Yb,13,57,[Kr] 4d10 4f10 5s1
70,Yb,14,56,[Kr] 4d10 4f10
70,Yb,15,55,[Kr] 4d10 4f9
70,Yb,16,54,[Kr] 4d10 4f8
70,Yb,17,53,[Kr] 4d10 4f7
70,Yb,18,52,[Kr] 4d10 4f6
70,Yb,19,51,[Kr] 4d10 4f5
70,Yb,20,50,[Kr] 4d10 4f4
70,Yb,21,49,[Kr] 4d10 4f3
70,Yb,22,48,[Kr] 4d10 4f2
70,Yb,23,47,[Kr] 4d10 4f1
70,Yb,24,46,[Kr] 4d10
70,Yb,25,45,[Kr] 4d9
70,Yb,26,44,[Kr] 4d8
70,Yb,27,43,[Kr] 4d7
70,Yb,28,42,[Kr] 4d6
70,Yb,29,41,[Kr] 4d5
70,Yb,30,40,[Kr] 4d4
70,Yb,31,39,[Kr] 4d3
70,Yb,32,38,[Kr] 4d2
70,Yb,33,37,[Kr] 4d1
70,Yb,34,36,[Ar] 3d10 4s2 4p6
70,Yb,35,35,[Ar] 3d10 4s2 4p5
70,Yb,36,34,[Ar] 3d10 4s2 4p4
70,Yb,37,33,[Ar] 3d10 4s2 4p3
70,Yb,38,32,[Ar] 3d10 4s2 4p2
70,Yb,39,31,[Ar] 3d10 4s2 4p1
70,Yb,40,30,[Ar] 3d10 4s2
70,Yb,41,29,[Ar] 3d10 4s1
70,Yb,42,28,[Ar] 3d10
70,Yb,43,27,[Ar] 3d9
70,Yb,44,26,[Ar] 3d8
70,Yb,45,25,[Ar] 3d7
70,Yb,46,24,[Ar] 3d6
70,Yb,47,23,[Ar] 3d5
70,Yb,48,22,[Ar] 3d4
70,Yb,49,21,[Ar] 3d3
70,Yb,50,20,[Ar] 3d2
70,Yb,51,19,[Ar] 3d1
70,Yb,52,18,[Ne] 3s2 3p6
70,Yb,53,17,[Ne] 3s2 3p5
70,Yb,54,16,[Ne] 3s2 3p4
70,Yb,55,15,[Ne] 3s2 3p3
70,Yb,56,14,[Ne] 3s2 3p2
70,Yb,57,13,[Ne] 3s2 3p1
70,Yb,58,12,[Ne] 3s2
70,Yb,59,11,[Ne] 3s1
70,Yb,60,10,1s2 2s2 2p6
70,Yb,61,9,1s2 2s2 2p5
70,Yb,62,8,1s2 2s2 2p4
70,Yb,63,7,1s2 2s2 2p3
70,Yb,64,6,1s2 2s2 2p2
70,Yb,65,5,1s2 2s2 2p1
70,Yb,66,4,1s2 2s2
70,Yb,67,3,1s2 2s1
70,Yb,68,2,1s2
70,Yb,69,1,1s1
71,Lu,0,71,[Xe] 4f14 5d1 6s2
71,Lu,1,70,[Xe] 4f14 6s2
71,Lu,2,69,[Xe] 4f14 6s1
71,Lu,3,68,[Xe] 4f14
71,Lu,4,67,[Xe] 4f13
71,Lu,5,66,[Xe] 4f12
71,Lu,6,65,[Cd] 4f13 5p4
71,Lu,7,64,[Cd] 4f13 5p3
71,Lu,8,63,[Cd] 4f13 5p2
71,Lu,9,62,[Cd] 4f12 5p2
71,Lu,10,61,[Cd] 4f12 5p1
71,Lu,11,60,[Cd] 4f12
71,Lu,12,59,[Cd] 4f11
71,Lu,13,58,[Cd] 4f10
71,Lu,14,57,[Kr] 4d10 4f10 5s1
71,Lu,15,56,[Kr] 4d10 4f10
71,Lu,16,55,[Kr] 4d10 4f9
71,Lu,17,54,[Kr] 4d10 4f8
71,Lu,18,53,[Kr] 4d10 4f7
71,Lu,19,52,[Kr] 4d10 4f6
71,Lu,20,51,[Kr] 4d10 4f5
71,Lu,21,50,[Kr] 4d10 4f4
71,Lu,22,49,[Kr] 4d10 4f3
71,Lu,23,48,[Kr] 4d10 4f2
71,Lu,24,47,[Kr] 4d10 4f1
71,Lu,25,46,[Kr] 4d10
71,Lu,26,45,[Kr] 4d9
71,Lu,27,44,[Kr] 4d8
71,Lu,28,43,[Kr] 4d7
71,Lu,29,42,[Kr] 4d6
71,Lu,30,41,[Kr] 4d5
71,Lu,31,40,[Kr] 4d4
71,Lu,32,39,[Kr] 4d3
71,Lu,33,38,[Kr] 4d2
71,Lu,34,37,[Kr] 4d1
71,Lu,35,36,[Ar] 3d10 4s2 4p6
71,Lu,36,35,[Ar] 3d10 4s2 4p5
71,Lu,37,34,[Ar] 3d10 4s2 4p4
71,Lu,38,33,[Ar] 3d10 4s2 4p3
71,Lu,39,32,[Ar] 3d10 4s2 4p2
71,Lu,40,31,[Ar] 3d10 4s2 4p1
71,Lu,41,30,[Ar] 3d10 4s2
71,Lu,42,29,[Ar] 3d10 4s1
71,Lu,43,28,[Ar] 3d10
71,Lu,44,27,[Ar] 3d9
71,Lu,45,26,[Ar] 3d8
71,Lu,46,25,[Ar] 3d7
71,Lu,47,24,[Ar] 3d6
71,Lu,48,23,[Ar] 3d5
71,Lu,49,22,[Ar] 3d4
71,Lu,50,21,[Ar] 3d3
71,Lu,51,20,[Ar] 3d2
71,Lu,52,19,[Ar] 3d1
71,Lu,53,18,[Ne] 3s2 3p6
71,Lu,54,17,[Ne] 3s2 3p5
71,Lu,55,16,[Ne] 3s2 3p4
71,Lu,56,15,[Ne] 3s2 3p3
71,Lu,57,14,[Ne] 3s2 3p2
71,Lu,58,13,[Ne] 3s2 3p1
71,Lu,59,12,[Ne] 3s2
71,Lu,60,11,[Ne] 3s1
71,Lu,61,10,1s2 2s2 2p6
71,Lu,62,9,1s2 2s2 2p5
71,Lu,63,8,1s2 2s2 2p4
71,Lu,64,7,1s2 2s2 2p3
71,Lu,65,6,1s2 2s2 2p2
71,Lu,66,5,1s2 2s2 2p1
71,Lu,67,4,1s2 2s2
71,Lu,68,3,1s2 2s1
71,Lu,69,2,1s2
71,Lu,70,1,1s1
72,Hf,0,72,[Xe] 4f14 5d2 6s2
72,Hf,1,71,[Xe] 4f14 5d1 6s2
72,Hf,2,70,[Xe] 4f14 5d2
72,Hf,3,69,[Xe] 4f14 5d1
72,Hf,4,68,[Xe] 4f14
72,Hf,5,67,[Xe] 4f13
72,Hf,6,66,[Cd] 4f13 5p5
72,Hf,7,65,[Cd] 4f13 5p4
72,Hf,8,64,[Cd] 4f13 5p3
72,Hf,9,63,[Cd] 4f13 5p2
72,Hf,10,62,[Cd] 4f12 5p2
72,Hf,11,61,[Cd] 4f12 5p1
72,Hf,12,60,[Cd] 4f12
72,Hf,13,59,[Cd] 4f11
72,Hf,14,58,[Kr] 4d10 4f11 5s1
72,Hf,15,57,[Kr] 4d10 4f11
72,Hf,16,56,[Kr] 4d10 4f10
72,Hf,17,55,[Kr] 4d10 4f9
72,Hf,18,54,[Kr] 4d10 4f8
72,Hf,19,53,[Kr] 4d10 4f7
72,Hf,20,52,[Kr] 4d10 4f6
72,Hf,21,51,[Kr] 4d10 4f5
72,Hf,22,50,[Kr] 4d10 4f4
72,Hf,23,49,[Kr] 4d10 4f3
72,Hf,24,48,[Kr] 4d10 4f2
72,Hf,25,47,[Kr] 4d10 4f1
72,Hf,26,46,[Kr] 4d10
72,Hf,27,45,[Kr] 4d9
72,Hf,28,44,[Kr] 4d8
72,Hf,29,43,[Kr] 4d7
72,Hf,30,42,[Kr] 4d6
72,Hf,31,41,[Kr] 4d5
72,Hf,32,40,[Kr] 4d4
72,Hf,33,39,[Kr] 4d3
72,Hf,34,38,[Kr] 4d2
72,Hf,35,37,[Kr] 4d1
72,Hf,36,36,[Ar] 3d10 4s2 4p6
72,Hf,37,35,[Ar] 3d10 4s2 4p5
72,Hf,38,34,[Ar] 3d10 4s2 4p4
72,Hf,39,33,[Ar] 3d10 4s2 4p3
72,Hf,40,32,[Ar] 3d10 4s2 4p2
72,Hf,41,31,[Ar] 3d10 4s2 4p1
72,Hf,42,30,[Ar] 3d10 4s2
72,Hf,43,29,[Ar] 3d10 4s1
72,Hf,44,28,[Ar] 3d10
72,Hf,45,27,[Ar] 3d9
72,Hf,46,26,[Ar] 3d8
72,Hf,47,25,[Ar] 3d7
72,Hf,48,24,[Ar] 3d6
72,Hf,49,23,[Ar] 3d5
72,Hf,50,22,[Ar] 3d4
72,Hf,51,21,[Ar] 3d3
72,Hf,52,20,[Ar] 3d2
72,Hf,53,19,[Ar] 3d1
72,Hf,54,18,[Ne] 3s2 3p6
72,Hf,55,17,[Ne] 3s2 3p5
72,Hf,56,16,[Ne] 3s2 3p4
72,Hf,57,15,[Ne] 3s2 3p3
72,Hf,58,14,[Ne] 3s2 3p2
72,Hf,59,13,[Ne] 3s2 3p1
72,Hf,60,12,[Ne] 3s2
72,Hf,61,11,[Ne] 3s1
72,Hf,62,10,1s2 2s2 2p6
72,Hf,63,9,1s2 2s2 2p5
72,Hf,64,8,1s2 2s2 2p4
72,Hf,65,7,1s2 2s2 2p3
72,Hf,66,6,1s2 2s2 2p2
72,Hf,67,5,1s2 2s2 2p1
72,Hf,68,4,1s2 2s2
72,Hf,69,3,1s2 2s1
72,Hf,70,2,1s2
72,Hf,71,1,1s1
73,Ta,0,73,[Xe] 4f14 5d3 6s2
73,Ta,1,72,[Xe] 4f14 5d3 6s1
73,Ta,2,71,[Xe] 4f14 5d3
73,Ta,3,70,[Xe] 4f14 5d2
73,Ta,4,69,[Xe] 4f14 5d1
73,Ta,5,68,[Xe] 4f14
73,Ta,6,67,[Xe] 4f13
73,Ta,7,66,[Cd] 4f13 5p5
73,Ta,8,65,[Cd] 4f13 5p4
73,Ta,9,64,[Cd] 4f13 5p3
73,Ta,10,63,[Cd] 4f13 5p2
73,Ta,11,62,[Cd] 4f13 5p1
73,Ta,12,61,[Cd] 4f13
73,Ta,13,60,[Cd] 4f12
73,Ta,14,59,[Cd] 4f11
73,Ta,15,58,[Kr] 4d10 4f11 5s1
73,Ta,16,57,[Kr] 4d10 4f11
73,Ta,17,56,[Kr] 4d10 4f10
73,Ta,18,55,[Kr] 4d10 4f9
73,Ta,19,54,[Kr] 4d10 4f8
73,Ta,20,53,[Kr] 4d10 4f7
73,Ta,21,52,[Kr] 4d10 4f6
73,Ta,22,51,[Kr] 4d10 4f5
73,Ta,23,50,[Kr] 4d10 4f4
73,Ta,24,49,[Kr] 4d10 4f3
73,Ta,25,48,[Kr] 4d10 4f2
73,Ta,26,47,[Kr] 4d10 4f1
73,Ta,27,46,[Kr] 4d10
73,Ta,28,45,[Kr] 4d9
73,Ta,29,44,[Kr] 4d8
73,Ta,30,43,[Kr] 4d7
73,Ta,31,42,[Kr] 4d6
73,Ta,32,41,[Kr] 4d5
73,Ta,33,40,[Kr] 4d4
73,Ta,34,39,[Kr] 4d3
73,Ta,35,38,[Kr] 4d2
73,Ta,36,37,[Kr] 4d1
73,Ta,37,36,[Ar] 3d10 4s2 4p6
73,Ta,38,35,[Ar] 3d10 4s2 4p5
73,Ta,39,34,[Ar] 3d10 4s2 4p4
73,Ta,40,33,[Ar] 3d10 4s2 4p3
73,Ta,41,32,[Ar] 3d10 4s2 4p2
73,Ta,42,31,[Ar] 3d10 4s2 4p1
73,Ta,43,30,[Ar] 3d10 4s2
73,Ta,44,29,[Ar] 3d10 4s1
73,Ta,45,28,[Ar] 3d10
73,Ta,46,27,[Ar] 3d9
73,Ta,47,26,[Ar] 3d8
73,Ta,48,25,[Ar] 3d7
73,Ta,49,24,[Ar] 3d6
73,Ta,50,23,[Ar] 3d5
73,Ta,51,22,[Ar] 3d4
73,Ta,52,21,[Ar] 3d3
73,Ta,53,20,[Ar] 3d2
73,Ta,54,19,[Ar] 3d1
73,Ta,55,18,[Ne] 3s2 3p6
73,Ta,56,17,[Ne] 3s2 3p5
73,Ta,57,16,[Ne] 3s2 3p4
73,Ta,58,15,[Ne] 3s2 3p3
73,Ta,59,14,[Ne] 3s2 3p2
73,Ta,60,13,[Ne] 3s2 3p1
73,Ta,61,12,[Ne] 3s2
73,Ta,62,11,[Ne] 3s1
73,Ta,63,10,1s2 2s2 2p6
73,Ta,64,9,1s2 2s2 2p5
73,Ta,65,8,1s2 2s2 2p4
73,Ta,66,7,1s2 2s2 2p3
73,Ta,67,6,1s2 2s2 2p2
73,Ta,68,5,1s2 2s2 2p1
73,Ta,69,4,1s2 2s2
73,Ta,70,3,1s2 2s1
73,Ta,71,2,1s2
73,Ta,72,1,1s1
74,W,0,74,[Xe] 4f14 5d4 6s2
74,W,1,73,[Xe] 4f14 5d4 6s1
74,W,2,72,[Xe] 4f14 5d4
74,W,3,71,[Xe] 4f14 5d3
74,W,4,70,[Xe] 4f14 5d2
74,W,5,69,[Xe] 4f14 5d1
74,W,6,68,[Xe] 4f14
74,W,7,67,[Xe] 4f13
74,W,8,66,[Cd] 4f14 5p4
74,W,9,65,[Cd] 4f14 5p3
74,W,10,64,[Cd] 4f14 5p2
74,W,11,63,[Cd] 4f13 5p2
74,W,12,62,[Cd] 4f14
74,W,13,61,[Cd] 4f13
74,W,14,60,[Cd] 4f12
74,W,15,59,[Cd] 4f11
74,W,16,58,[Kr] 4d10 4f11 5s1
74,W,17,57,[Kr] 4d10 4f11
74,W,18,56,[Kr] 4d10 4f10
74,W,19,55,[Kr] 4d10 4f9
74,W,20,54,[Kr] 4d10 4f8
74,W,21,53,[Kr] 4d10 4f7
74,W,22,52,[Kr] 4d10 4f6
74,W,23,51,[Kr] 4d10 4f5
74,W,24,50,[Kr] 4d10 4f4
74,W,25,49,[Kr] 4d10 4f3
74,W,26,48,[Kr] 4d10 4f2
74,W,27,47,[Kr] 4d10 4f1
74,W,28,46,[Kr] 4d10
74,W,29,45,[Kr] 4d9
74,W,30,44,[Kr] 4d8
74,W,31,43,[Kr] 4d7
74,W,32,42,[Kr] 4d6
74,W,33,41,[Kr] 4d5
74,W,34,40,[Kr] 4d4
74,W,35,39,[Kr] 4d3
74,W,36,38,[Kr] 4d2
74,W,37,37,[Kr] 4d1
74,W,38,36,[Ar] 3d10 4s2 4p6
74,W,39,35,[Ar] 3d10 4s2 4p5
74,W,40,34,[Ar] 3d10 4s2 4p4
74,W,41,33,[Ar] 3d10 4s2 4p3
74,W,42,32,[Ar] 3d10 4s2 4p2
74,W,43,31,[Ar] 3d10 4s2 4p1
