z,symbol,charge,electron_count,configuration
82,Pb,57,25,[Ar] 3d7
82,Pb,58,24,[Ar] 3d6
82,Pb,59,23,[Ar] 3d5
82,Pb,60,22,[Ar] 3d4
82,Pb,61,21,[Ar] 3d3
82,Pb,62,20,[Ar] 3d2
82,Pb,63,19,[Ar] 3d1
82,Pb,64,18,[Ne] 3s2 3p6
82,Pb,65,17,[Ne] 3s2 3p5
82,Pb,66,16,[Ne] 3s2 3p4
82,Pb,67,15,[Ne] 3s2 3p3
82,Pb,68,14,[Ne] 3s2 3p2
82,Pb,69,13,[Ne] 3s2 3p1
82,Pb,70,12,[Ne] 3s2
82,Pb,71,11,[Ne] 3s1
82,Pb,72,10,1s2 2s2 2p6
82,Pb,73,9,1s2 2s2 2p5
82,Pb,74,8,1s2 2s2 2p4
82,Pb,75,7,1s2 2s2 2p3
82,Pb,76,6,1s2 2s2 2p2
82,Pb,77,5,1s2 2s2 2p1
82,Pb,78,4,1s2 2s2
82,Pb,79,3,1s2 2s1
82,Pb,80,2,1s2
82,Pb,81,1,1s1
83,Bi,0,83,[Hg] 6p3
83,Bi,1,82,[Hg] 6p2
83,Bi,2,81,[Hg] 6p1
83,Bi,3,80,[Xe] 4f14 5d10 6s2
83,Bi,4,79,[Xe] 4f14 5d10 6s1
83,Bi,5,78,[Xe] 4f14 5d10
83,Bi,6,77,[Xe] 4f14 5d9
83,Bi,7,76,[Xe] 4f14 5d8
83,Bi,8,75,[Xe] 4f14 5d7
83,Bi,9,74,[Xe] 4f14 5d6
83,Bi,10,73,[Xe] 4f14 5d5
83,Bi,11,72,[Xe] 4f14 5d4
83,Bi,12,71,[Xe] 4f14 5d3
83,Bi,13,70,[Xe] 4f14 5d2
83,Bi,14,69,[Xe] 4f14 5d1
83,Bi,15,68,[Xe] 4f14
83,Bi,16,67,[Cd] 4f14 5p5
83,Bi,17,66,[Cd] 4f14 5p4
83,Bi,18,65,[Cd] 4f14 5p3
83,Bi,19,64,[Cd] 4f14 5p2
83,Bi,20,63,[Cd] 4f14 5p1
83,Bi,21,62,[Cd] 4f14
83,Bi,22,61,[Cd] 4f13
83,Bi,23,60,[Kr] 4d10 4f13 5s1
83,Bi,24,59,[Kr] 4d10 4f13
83,Bi,25,58,[Kr] 4d10 4f12
83,Bi,26,57,[Kr] 4d10 4f11
83,Bi,27,56,[Kr] 4d10 4f10
83,Bi,28,55,[Kr] 4d10 4f9
83,Bi,29,54,[Kr] 4d10 4f8
83,Bi,30,53,[Kr] 4d10 4f7
83,Bi,31,52,[Kr] 4d10 4f6
83,Bi,32,51,[Kr] 4d10 4f5
83,Bi,33,50,[Kr] 4d10 4f4
83,Bi,34,49,[Kr] 4d10 4f3
83,Bi,35,48,[Kr] 4d10 4f2
83,Bi,36,47,[Kr] 4d10 4f1
83,Bi,37,46,[Kr] 4d10
83,Bi,38,45,[Kr] 4d9
83,Bi,39,44,[Kr] 4d8
83,Bi,40,43,[Kr] 4d7
83,Bi,41,42,[Kr] 4d6
83,Bi,42,41,[Kr] 4d5
83,Bi,43,40,[Kr] 4d4
83,Bi,44,39,[Kr] 4d3
83,Bi,45,38,[Kr] 4d2
83,Bi,46,37,[Kr] 4d1
83,Bi,47,36,[Ar] 3d10 4s2 4p6
83,Bi,48,35,[Ar] 3d10 4s2 4p5
83,Bi,49,34,[Ar] 3d10 4s2 4p4
83,Bi,50,33,[Ar] 3d10 4s2 4p3
83,Bi,51,32,[Ar] 3d10 4s2 4p2
83,Bi,52,31,[Ar] 3d10 4s2 4p1
83,Bi,53,30,[Ar] 3d10 4s2
83,Bi,54,29,[Ar] 3d10 4s1
83,Bi,55,28,[Ar] 3d10
83,Bi,56,27,[Ar] 3d9
83,Bi,57,26,[Ar] 3d8
83,Bi,58,25,[Ar] 3d7
83,Bi,59,24,[Ar] 3d6
83,Bi,60,23,[Ar] 3d5
83,Bi,61,22,[Ar] 3d4
83,Bi,62,21,[Ar] 3d3
83,Bi,63,20,[Ar] 3d2
83,Bi,64,19,[Ar] 3d1
83,Bi,65,18,[Ne] 3s2 3p6
83,Bi,66,17,[Ne] 3s2 3p5
83,Bi,67,16,[Ne] 3s2 3p4
83,Bi,68,15,[Ne] 3s2 3p3
83,Bi,69,14,[Ne] 3s2 3p2
83,Bi,70,13,[Ne] 3s2 3p1
83,Bi,71,12,[Ne] 3s2
83,Bi,72,11,[Ne] 3s1
83,Bi,73,10,1s2 2s2 2p6
83,Bi,74,9,1s2 2s2 2p5
83,Bi,75,8,1s2 2s2 2p4
83,Bi,76,7,1s2 2s2 2p3
83,Bi,77,6,1s2 2s2 2p2
83,Bi,78,5,1s2 2s2 2p1
83,Bi,79,4,1s2 2s2
83,Bi,80,3,1s2 2s1
83,Bi,81,2,1s2
83,Bi,82,1,1s1
84,Po,0,84,[Hg] 6p4
84,Po,1,83,[Hg] 6p3
84,Po,2,82,[Hg] 6p2
84,Po,3,81,[Hg] 6p1
84,Po,4,80,[Xe] 4f14 5d10 6s2
84,Po,5,79,[Xe] 4f14 5d10 6s1
84,Po,6,78,[Xe] 4f14 5d10
84,Po,7,77,[Xe] 4f14 5d9
84,Po,8,76,[Xe] 4f14 5d8
84,Po,9,75,[Xe] 4f14 5d7
84,Po,10,74,[Xe] 4f14 5d6
84,Po,11,73,[Xe] 4f14 5d5
84,Po,12,72,[Xe] 4f14 5d4
84,Po,13,71,[Xe] 4f14 5d3
84,Po,14,70,[Xe] 4f14 5d2
84,Po,15,69,[Xe] 4f14 5d1
84,Po,16,68,[Xe] 4f14
84,Po,17,67,[Cd] 4f14 5p5
84,Po,18,66,[Cd] 4f14 5p4
84,Po,19,65,[Cd] 4f14 5p3
84,Po,20,64,[Cd] 4f14 5p2
84,Po,21,63,[Cd] 4f14 5p1
84,Po,22,62,[Cd] 4f14
84,Po,23,61,[Kr] 4d10 4f14 5s1
84,Po,24,60,[Kr] 4d10 4f14
84,Po,25,59,[Kr] 4d10 4f13
84,Po,26,58,[Kr] 4d10 4f12
84,Po,27,57,[Kr] 4d10 4f11
84,Po,28,56,[Kr] 4d10 4f10
84,Po,29,55,[Kr] 4d10 4f9
84,Po,30,54,[Kr] 4d10 4f8
84,Po,31,53,[Kr] 4d10 4f7
84,Po,32,52,[Kr] 4d10 4f6
84,Po,33,51,[Kr] 4d10 4f5
84,Po,34,50,[Kr] 4d10 4f4
84,Po,35,49,[Kr] 4d10 4f3
84,Po,36,48,[Kr] 4d10 4f2
84,Po,37,47,[Kr] 4d10 4f1
84,Po,38,46,[Kr] 4d10
84,Po,39,45,[Kr] 4d9
84,Po,40,44,[Kr] 4d8
84,Po,41,43,[Kr] 4d7
84,Po,42,42,[Kr] 4d6
84,Po,43,41,[Kr] 4d5
84,Po,44,40,[Kr] 4d4
84,Po,45,39,[Kr] 4d3
84,Po,46,38,[Kr] 4d2
84,Po,47,37,[Kr] 4d1
84,Po,48,36,[Ar] 3d10 4s2 4p6
84,Po,49,35,[Ar] 3d10 4s2 4p5
84,Po,50,34,[Ar] 3d10 4s2 4p4
84,Po,51,33,[Ar] 3d10 4s2 4p3
84,Po,52,32,[Ar] 3d10 4s2 4p2
84,Po,53,31,[Ar] 3d10 4s2 4p1
84,Po,54,30,[Ar] 3d10 4s2
84,Po,55,29,[Ar] 3d10 4s1
84,Po,56,28,[Ar] 3d10
84,Po,57,27,[Ar] 3d9
84,Po,58,26,[Ar] 3d8
84,Po,59,25,[Ar] 3d7
84,Po,60,24,[Ar] 3d6
84,Po,61,23,[Ar] 3d5
84,Po,62,22,[Ar] 3d4
84,Po,63,21,[Ar] 3d3
84,Po,64,20,[Ar] 3d2
84,Po,65,19,[Ar] 3d1
84,Po,66,18,[Ne] 3s2 3p6
84,Po,67,17,[Ne] 3s2 3p5
84,Po,68,16,[Ne] 3s2 3p4
84,Po,69,15,[Ne] 3s2 3p3
84,Po,70,14,[Ne] 3s2 3p2
84,Po,71,13,[Ne] 3s2 3p1
84,Po,72,12,[Ne] 3s2
84,Po,73,11,[Ne] 3s1
84,Po,74,10,1s2 2s2 2p6
84,Po,75,9,1s2 2s2 2p5
84,Po,76,8,1s2 2s2 2p4
84,Po,77,7,1s2 2s2 2p3
84,Po,78,6,1s2 2s2 2p2
84,Po,79,5,1s2 2s2 2p1
84,Po,80,4,1s2 2s2
84,Po,81,3,1s2 2s1
84,Po,82,2,1s2
84,Po,83,1,1s1
85,At,0,85,[Hg] 6p5
85,At,1,84,[Hg] 6p4
85,At,2,83,[Hg] 6p3
85,At,3,82,[Hg] 6p2
85,At,4,81,[Hg] 6p1
85,At,5,80,[Xe] 4f14 5d10 6s2
85,At,6,79,[Xe] 4f14 5d10 6s1
85,At,7,78,[Xe] 4f14 5d10
85,At,8,77,[Xe] 4f14 5d9
85,At,9,76,[Xe] 4f14 5d8
85,At,10,75,[Xe] 4f14 5d7
85,At,11,74,[Xe] 4f14 5d6
85,At,12,73,[Xe] 4f14 5d5
85,At,13,72,[Xe] 4f14 5d4
85,At,14,71,[Xe] 4f14 5d3
85,At,15,70,[Xe] 4f14 5d2
85,At,16,69,[Xe] 4f14 5d1
85,At,17,68,[Xe] 4f14
85,At,18,67,[Cd] 4f14 5p5
85,At,19,66,[Cd] 4f14 5p4
85,At,20,65,[Cd] 4f14 5p3
85,At,21,64,[Cd] 4f14 5p2
85,At,22,63,[Cd] 4f14 5p1
85,At,23,62,[Cd] 4f14
85,At,24,61,[Kr] 4d10 4f14 5s1
85,At,25,60,[Kr] 4d10 4f14
85,At,26,59,[Kr] 4d10 4f13
85,At,27,58,[Kr] 4d10 4f12
85,At,28,57,[Kr] 4d10 4f11
85,At,29,56,[Kr] 4d10 4f10
85,At,30,55,[Kr] 4d10 4f9
85,At,31,54,[Kr] 4d10 4f8
85,At,32,53,[Kr] 4d10 4f7
85,At,33,52,[Kr] 4d10 4f6
85,At,34,51,[Kr] 4d10 4f5
85,At,35,50,[Kr] 4d10 4f4
85,At,36,49,[Kr] 4d10 4f3
85,At,37,48,[Kr] 4d10 4f2
85,At,38,47,[Kr] 4d10 4f1
85,At,39,46,[Kr] 4d10
85,At,40,45,[Kr] 4d9
85,At,41,44,[Kr] 4d8
85,At,42,43,[Kr] 4d7
85,At,43,42,[Kr] 4d6
85,At,44,41,[Kr] 4d5
85,At,45,40,[Kr] 4d4
85,At,46,39,[Kr] 4d3
85,At,47,38,[Kr] 4d2
85,At,48,37,[Kr] 4d1
85,At,49,36,[Ar] 3d10 4s2 4p6
85,At,50,35,[Ar] 3d10 4s2 4p5
85,At,51,34,[Ar] 3d10 4s2 4p4
85,At,52,33,[Ar] 3d10 4s2 4p3
85,At,53,32,[Ar] 3d10 4s2 4p2
85,At,54,31,[Ar] 3d10 4s2 4p1
85,At,55,30,[Ar] 3d10 4s2
85,At,56,29,[Ar] 3d10 4s1
85,At,57,28,[Ar] 3d10
85,At,58,27,[Ar] 3d9
85,At,59,26,[Ar] 3d8
85,At,60,25,[Ar] 3d7
85,At,61,24,[Ar] 3d6
85,At,62,23,[Ar] 3d5
85,At,63,22,[Ar] 3d4
85,At,64,21,[Ar] 3d3
85,At,65,20,[Ar] 3d2
85,At,66,19,[Ar] 3d1
85,At,67,18,[Ne] 3s2 3p6
85,At,68,17,[Ne] 3s2 3p5
85,At,69,16,[Ne] 3s2 3p4
85,At,70,15,[Ne] 3s2 3p3
85,At,71,14,[Ne] 3s2 3p2
85,At,72,13,[Ne] 3s2 3p1
85,At,73,12,[Ne] 3s2
85,At,74,11,[Ne] 3s1
85,At,75,10,1s2 2s2 2p6
85,At,76,9,1s2 2s2 2p5
85,At,77,8,1s2 2s2 2p4
85,At,78,7,1s2 2s2 2p3
85,At,79,6,1s2 2s2 2p2
85,At,80,5,1s2 2s2 2p1
85,At,81,4,1s2 2s2
85,At,82,3,1s2 2s1
85,At,83,2,1s2
85,At,84,1,1s1
86,Rn,0,86,[Hg] 6p6
86,Rn,1,85,[Hg] 6p5
86,Rn,2,84,[Hg] 6p4
86,Rn,3,83,[Hg] 6p3
86,Rn,4,82,[Hg] 6p2
86,Rn,5,81,[Hg] 6p1
86,Rn,6,80,[Xe] 4f14 5d10 6s2
86,Rn,7,79,[Xe] 4f14 5d10 6s1
86,Rn,8,78,[Xe] 4f14 5d10
86,Rn,9,77,[Xe] 4f14 5d9
86,Rn,10,76,[Xe] 4f14 5d8
86,Rn,11,75,[Xe] 4f14 5d7
86,Rn,12,74,[Xe] 4f14 5d6
86,Rn,13,73,[Xe] 4f14 5d5
86,Rn,14,72,[Xe] 4f14 5d4
86,Rn,15,71,[Xe] 4f14 5d3
86,Rn,16,70,[Xe] 4f14 5d2
86,Rn,17,69,[Xe] 4f14 5d1
86,Rn,18,68,[Xe] 4f14
86,Rn,19,67,[Cd] 4f14 5p5
86,Rn,20,66,[Cd] 4f14 5p4
86,Rn,21,65,[Cd] 4f14 5p3
86,Rn,22,64,[Cd] 4f14 5p2
86,Rn,23,63,[Cd] 4f14 5p1
86,Rn,24,62,[Cd] 4f14
86,Rn,25,61,[Kr] 4d10 4f14 5s1
86,Rn,26,60,[Kr] 4d10 4f14
86,Rn,27,59,[Kr] 4d10 4f13
86,Rn,28,58,[Kr] 4d10 4f12
86,Rn,29,57,[Kr] 4d10 4f11
86,Rn,30,56,[Kr] 4d10 4f10
86,Rn,31,55,[Kr] 4d10 4f9
86,Rn,32,54,[Kr] 4d10 4f8
86,Rn,33,53,[Kr] 4d10 4f7
86,Rn,34,52,[Kr] 4d10 4f6
86,Rn,35,51,[Kr] 4d10 4f5
86,Rn,36,50,[Kr] 4d10 4f4
86,Rn,37,49,[Kr] 4d10 4f3
86,Rn,38,48,[Kr] 4d10 4f2
86,Rn,39,47,[Kr] 4d10 4f1
86,Rn,40,46,[Kr] 4d10
86,Rn,41,45,[Kr] 4d9
86,Rn,42,44,[Kr] 4d8
86,Rn,43,43,[Kr] 4d7
86,Rn,44,42,[Kr] 4d6
86,Rn,45,41,[Kr] 4d5
86,Rn,46,40,[Kr] 4d4
86,Rn,47,39,[Kr] 4d3
86,Rn,48,38,[Kr] 4d2
86,Rn,49,37,[Kr] 4d1
86,Rn,50,36,[Ar] 3d10 4s2 4p6
86,Rn,51,35,[Ar] 3d10 4s2 4p5
86,Rn,52,34,[Ar] 3d10 4s2 4p4
86,Rn,53,33,[Ar] 3d10 4s2 4p3
86,Rn,54,32,[Ar] 3d10 4s2 4p2
86,Rn,55,31,[Ar] 3d10 4s2 4p1
86,Rn,56,30,[Ar] 3d10 4s2
86,Rn,57,29,[Ar] 3d10 4s1
86,Rn,58,28,[Ar] 3d10
86,Rn,59,27,[Ar] 3d9
86,Rn,60,26,[Ar] 3d8
86,Rn,61,25,[Ar] 3d7
86,Rn,62,24,[Ar] 3d6
86,Rn,63,23,[Ar] 3d5
86,Rn,64,22,[Ar] 3d4
86,Rn,65,21,[Ar] 3d3
86,Rn,66,20,[Ar] 3d2
86,Rn,67,19,[Ar] 3d1
86,Rn,68,18,[Ne] 3s2 3p6
86,Rn,69,17,[Ne] 3s2 3p5
86,Rn,70,16,[Ne] 3s2 3p4
86,Rn,71,15,[Ne] 3s2 3p3
86,Rn,72,14,[Ne] 3s2 3p2
86,Rn,73,13,[Ne] 3s2 3p1
86,Rn,74,12,[Ne] 3s2
86,Rn,75,11,[Ne] 3s1
86,Rn,76,10,1s2 2s2 2p6
86,Rn,77,9,1s2 2s2 2p5
86,Rn,78,8,1s2 2s2 2p4
86,Rn,79,7,1s2 2s2 2p3
86,Rn,80,6,1s2 2s2 2p2
86,Rn,81,5,1s2 2s2 2p1
86,Rn,82,4,1s2 2s2
86,Rn,83,3,1s2 2s1
86,Rn,84,2,1s2
86,Rn,85,1,1s1
87,Fr,0,87,[Rn] 7s1
87,Fr,1,86,[Hg] 6p6
87,Fr,2,85,[Hg] 6p5
87,Fr,3,84,[Hg] 6p4
87,Fr,4,83,[Hg] 6p3
87,Fr,5,82,[Hg] 6p2
87,Fr,6,81,[Hg] 6p1
87,Fr,7,80,[Xe] 4f14 5d10 6s2
87,Fr,8,79,[Xe] 4f14 5d10 6s1
87,Fr,9,78,[Xe] 4f14 5d10
87,Fr,10,77,[Xe] 4f14 5d9
87,Fr,11,76,[Xe] 4f14 5d8
87,Fr,12,75,[Xe] 4f14 5d7
87,Fr,13,74,[Xe] 4f14 5d6
87,Fr,14,73,[Xe] 4f14 5d5
87,Fr,15,72,[Xe] 4f14 5d4
87,Fr,16,71,[Xe] 4f14 5d3
87,Fr,17,70,[Xe] 4f14 5d2
87,Fr,18,69,[Xe] 4f14 5d1
87,Fr,19,68,[Xe] 4f14
87,Fr,20,67,[Cd] 4f14 5p5
87,Fr,21,66,[Cd] 4f14 5p4
87,Fr,22,65,[Cd] 4f14 5p3
87,Fr,23,64,[Cd] 4f14 5p2
87,Fr,24,63,[Cd] 4f14 5p1
87,Fr,25,62,[Cd] 4f14
87,Fr,26,61,[Kr] 4d10 4f14 5s1
87,Fr,27,60,[Kr] 4d10 4f14
87,Fr,28,59,[Kr] 4d10 4f13
87,Fr,29,58,[Kr] 4d10 4f12
87,Fr,30,57,[Kr] 4d10 4f11
87,Fr,31,56,[Kr] 4d10 4f10
87,Fr,32,55,[Kr] 4d10 4f9
87,Fr,33,54,[Kr] 4d10 4f8
87,Fr,34,53,[Kr] 4d10 4f7
87,Fr,35,52,[Kr] 4d10 4f6
87,Fr,36,51,[Kr] 4d10 4f5
87,Fr,37,50,[Kr] 4d10 4f4
87,Fr,38,49,[Kr] 4d10 4f3
87,Fr,39,48,[Kr] 4d10 4f2
87,Fr,40,47,[Kr] 4d10 4f1
87,Fr,41,46,[Kr] 4d10
87,Fr,42,45,[Kr] 4d9
87,Fr,43,44,[Kr] 4d8
87,Fr,44,43,[Kr] 4d7
87,Fr,45,42,[Kr] 4d6
87,Fr,46,41,[Kr] 4d5
87,Fr,47,40,[Kr] 4d4
87,Fr,48,39,[Kr] 4d3
87,Fr,49,38,[Kr] 4d2
87,Fr,50,37,[Kr] 4d1
87,Fr,51,36,[Ar] 3d10 4s2 4p6
87,Fr,52,35,[Ar] 3d10 4s2 4p5
87,Fr,53,34,[Ar] 3d10 4s2 4p4
87,Fr,54,33,[Ar] 3d10 4s2 4p3
87,Fr,55,32,[Ar] 3d10 4s2 4p2
87,Fr,56,31,[Ar] 3d10 4s2 4p1
87,Fr,57,30,[Ar] 3d10 4s2
87,Fr,58,29,[Ar] 3d10 4s1
87,Fr,59,28,[Ar] 3d10
87,Fr,60,27,[Ar] 3d9
87,Fr,61,26,[Ar] 3d8
87,Fr,62,25,[Ar] 3d7
87,Fr,63,24,[Ar] 3d6
87,Fr,64,23,[Ar] 3d5
87,Fr,65,22,[Ar] 3d4
87,Fr,66,21,[Ar] 3d3
87,Fr,67,20,[Ar] 3d2
87,Fr,68,19,[Ar] 3d1
87,Fr,69,18,[Ne] 3s2 3p6
87,Fr,70,17,[Ne] 3s2 3p5
87,Fr,71,16,[Ne] 3s2 3p4
87,Fr,72,15,[Ne] 3s2 3p3
87,Fr,73,14,[Ne] 3s2 3p2
87,Fr,74,13,[Ne] 3s2 3p1
87,Fr,75,12,[Ne] 3s2
87,Fr,76,11,[Ne] 3s1
87,Fr,77,10,1s2 2s2 2p6
87,Fr,78,9,1s2 2s2 2p5
87,Fr,79,8,1s2 2s2 2p4
87,Fr,80,7,1s2 2s2 2p3
87,Fr,81,6,1s2 2s2 2p2
87,Fr,82,5,1s2 2s2 2p1
87,Fr,83,4,1s2 2s2
87,Fr,84,3,1s2 2s1
87,Fr,85,2,1s2
87,Fr,86,1,1s1
88,Ra,0,88,[Rn] 7s2
88,Ra,1,87,[Rn] 7s1
88,Ra,2,86,[Hg] 6p6
88,Ra,3,85,[Hg] 6p5
88,Ra,4,84,[Hg] 6p4
88,Ra,5,83,[Hg] 6p3
88,Ra,6,82,[Hg] 6p2
88,Ra,7,81,[Hg] 6p1
88,Ra,8,80,[Xe] 4f14 5d10 6s2
88,Ra,9,79,[Xe] 4f14 5d10 6s1
88,Ra,10,78,[Xe] 4f14 5d10
88,Ra,11,77,[Xe] 4f14 5d9
88,Ra,12,76,[Xe] 4f14 5d8
88,Ra,13,75,[Xe] 4f14 5d7
88,Ra,14,74,[Xe] 4f14 5d6
88,Ra,15,73,[Xe] 4f14 5d5
88,Ra,16,72,[Xe] 4f14 5d4
88,Ra,17,71,[Xe] 4f14 5d3
88,Ra,18,70,[Xe] 4f14 5d2
88,Ra,19,69,[Xe] 4f14 5d1
88,Ra,20,68,[Xe] 4f14
88,Ra,21,67,[Cd] 4f14 5p5
88,Ra,22,66,[Cd] 4f14 5p4
88,Ra,23,65,[Cd] 4f14 5p3
88,Ra,24,64,[Cd] 4f14 5p2
88,Ra,25,63,[Cd] 4f14 5p1
88,Ra,26,62,[Cd] 4f14
88,Ra,27,61,[Kr] 4d10 4f14 5s1
88,Ra,28,60,[Kr] 4d10 4f14
88,Ra,29,59,[Kr] 4d10 4f13
88,Ra,30,58,[Kr] 4d10 4f12
88,Ra,31,57,[Kr] 4d10 4f11
88,Ra,32,56,[Kr] 4d10 4f10
88,Ra,33,55,[Kr] 4d10 4f9
88,Ra,34,54,[Kr] 4d10 4f8
88,Ra,35,53,[Kr] 4d10 4f7
88,Ra,36,52,[Kr] 4d10 4f6
88,Ra,37,51,[Kr] 4d10 4f5
88,Ra,38,50,[Kr] 4d10 4f4
88,Ra,39,49,[Kr] 4d10 4f3
88,Ra,40,48,[Kr] 4d10 4f2
88,Ra,41,47,[Kr] 4d10 4f1
88,Ra,42,46,[Kr] 4d10
88,Ra,43,45,[Kr] 4d9
88,Ra,44,44,[Kr] 4d8
88,Ra,45,43,[Kr] 4d7
88,Ra,46,42,[Kr] 4d6
88,Ra,47,41,[Kr] 4d5
88,Ra,48,40,[Kr] 4d4
88,Ra,49,39,[Kr] 4d3
88,Ra,50,38,[Kr] 4d2
88,Ra,51,37,[Kr] 4d1
88,Ra,52,36,[Ar] 3d10 4s2 4p6
88,Ra,53,35,[Ar] 3d10 4s2 4p5
88,Ra,54,34,[Ar] 3d10 4s2 4p4
88,Ra,55,33,[Ar] 3d10 4s2 4p3
88,Ra,56,32,[Ar] 3d10 4s2 4p2
88,Ra,57,31,[Ar] 3d10 4s2 4p1
88,Ra,58,30,[Ar] 3d10 4s2
88,Ra,59,29,[Ar] 3d10 4s1
88,Ra,60,28,[Ar] 3d10
88,Ra,61,27,[Ar] 3d9
88,Ra,62,26,[Ar] 3d8
88,Ra,63,25,[Ar] 3d7
88,Ra,64,24,[Ar] 3d6
88,Ra,65,23,[Ar] 3d5
88,Ra,66,22,[Ar] 3d4
88,Ra,67,21,[Ar] 3d3
88,Ra,68,20,[Ar] 3d2
88,Ra,69,19,[Ar] 3d1
88,Ra,70,18,[Ne] 3s2 3p6
88,Ra,71,17,[Ne] 3s2 3p5
88,Ra,72,16,[Ne] 3s2 3p4
88,Ra,73,15,[Ne] 3s2 3p3
88,Ra,74,14,[Ne] 3s2 3p2
88,Ra,75,13,[Ne] 3s2 3p1
88,Ra,76,12,[Ne] 3s2
88,Ra,77,11,[Ne] 3s1
88,Ra,78,10,1s2 2s2 2p6
88,Ra,79,9,1s2 2s2 2p5
88,Ra,80,8,1s2 2s2 2p4
88,Ra,81,7,1s2 2s2 2p3
88,Ra,82,6,1s2 2s2 2p2
88,Ra,83,5,1s2 2s2 2p1
88,Ra,84,4,1s2 2s2
88,Ra,85,3,1s2 2s1
88,Ra,86,2,1s2
88,Ra,87,1,1s1
89,Ac,0,89,[Rn] 6d1 7s2
89,Ac,1,88,[Rn] 7s2
89,Ac,2,87,[Rn] 7s1
89,Ac,3,86,[Hg] 6p6
89,Ac,4,85,[Hg] 6p5
89,Ac,5,84,[Hg] 6p4
89,Ac,6,83,[Hg] 6p3
89,Ac,7,82,[Hg] 6p2
89,Ac,8,81,[Hg] 6p1
89,Ac,9,80,[Xe] 4f14 5d10 6s2
89,Ac,10,79,[Xe] 4f14 5d10 6s1
89,Ac,11,78,[Xe] 4f14 5d10
89,Ac,12,77,[Xe] 4f14 5d9
89,Ac,13,76,[Xe] 4f14 5d8
89,Ac,14,75,[Xe] 4f14 5d7
89,Ac,15,74,[Xe] 4f14 5d6
89,Ac,16,73,[Xe] 4f14 5d5
89,Ac,17,72,[Xe] 4f14 5d4
89,Ac,18,71,[Xe] 4f14 5d3
89,Ac,19,70,[Xe] 4f14 5d2
89,Ac,20,69,[Xe] 4f14 5d1
89,Ac,21,68,[Xe] 4f14
89,Ac,22,67,[Cd] 4f14 5p5
89,Ac,23,66,[Cd] 4f14 5p4
89,Ac,24,65,[Cd] 4f14 5p3
89,Ac,25,64,[Cd] 4f14 5p2
89,Ac,26,63,[Cd] 4f14 5p1
89,Ac,27,62,[Cd] 4f14
89,Ac,28,61,[Kr] 4d10 4f14 5s1
89,Ac,29,60,[Kr] 4d10 4f14
89,Ac,30,59,[Kr] 4d10 4f13
89,Ac,31,58,[Kr] 4d10 4f12
89,Ac,32,57,[Kr] 4d10 4f11
89,Ac,33,56,[Kr] 4d10 4f10
89,Ac,34,55,[Kr] 4d10 4f9
89,Ac,35,54,[Kr] 4d10 4f8
89,Ac,36,53,[Kr] 4d10 4f7
89,Ac,37,52,[Kr] 4d10 4f6
89,Ac,38,51,[Kr] 4d10 4f5
89,Ac,39,50,[Kr] 4d10 4f4
89,Ac,40,49,[Kr] 4d10 4f3
89,Ac,41,48,[Kr] 4d10 4f2
89,Ac,42,47,[Kr] 4d10 4f1
89,Ac,43,46,[Kr] 4d10
89,Ac,44,45,[Kr] 4d9
89,Ac,45,44,[Kr] 4d8
89,Ac,46,43,[Kr] 4d7
89,Ac,47,42,[Kr] 4d6
89,Ac,48,41,[Kr] 4d5
89,Ac,49,40,[Kr] 4d4
89,Ac,50,39,[Kr] 4d3
89,Ac,51,38,[Kr] 4d2
89,Ac,52,37,[Kr] 4d1
89,Ac,53,36,[Ar] 3d10 4s2 4p6
89,Ac,54,35,[Ar] 3d10 4s2 4p5
89,Ac,55,34,[Ar] 3d10 4s2 4p4
89,Ac,56,33,[Ar] 3d10 4s2 4p3
89,Ac,57,32,[Ar] 3d10 4s2 4p2
89,Ac,58,31,[Ar] 3d10 4s2 4p1
89,Ac,59,30,[Ar] 3d10 4s2
89,Ac,60,29,[Ar] 3d10 4s1
89,Ac,61,28,[Ar] 3d10
89,Ac,62,27,[Ar] 3d9
89,Ac,63,26,[Ar] 3d8
89,Ac,64,25,[Ar] 3d7
89,Ac,65,24,[Ar] 3d6
89,Ac,66,23,[Ar] 3d5
89,Ac,67,22,[Ar] 3d4
89,Ac,68,21,[Ar] 3d3
89,Ac,69,20,[Ar] 3d2
89,Ac,70,19,[Ar] 3d1
89,Ac,71,18,[Ne] 3s2 3p6
89,Ac,72,17,[Ne] 3s2 3p5
89,Ac,73,16,[Ne] 3s2 3p4
89,Ac,74,15,[Ne] 3s2 3p3
89,Ac,75,14,[Ne] 3s2 3p2
89,Ac,76,13,[Ne] 3s2 3p1
89,Ac,77,12,[Ne] 3s2
89,Ac,78,11,[Ne] 3s1
89,Ac,79,10,1s2 2s2 2p6
89,Ac,80,9,1s2 2s2 2p5
89,Ac,81,8,1s2 2s2 2p4
89,Ac,82,7,1s2 2s2 2p3
89,Ac,83,6,1s2 2s2 2p2
89,Ac,84,5,1s2 2s2 2p1
89,Ac,85,4,1s2 2s2
89,Ac,86,3,1s2 2s1
89,Ac,87,2,1s2
89,Ac,88,1,1s1
90,Th,0,90,[Rn] 6d2 7s2
90,Th,1,89,[Rn] 6d1 7s2
90,Th,2,88,[Rn] 5f1 6d1
90,Th,3,87,[Rn] 5f1
90,Th,4,86,[Hg] 6p6
90,Th,5,85,[Hg] 6p5
90,Th,6,84,[Hg] 6p4
90,Th,7,83,[Hg] 6p3
